Id,OrderDate,Retail net spend
3d0f6ee8-1797-4cb7-a491-f2850099153f,2021-10-01,60.75
3db92126-3008-4264-b268-d1904826090a,2022-05-19,102.0
3db92126-3008-4264-b268-d1904826090a,2022-11-30,108.75
3db92126-3008-4264-b268-d1904826090a,2022-12-01,26.25
3db92126-3008-4264-b268-d1904826090a,2022-12-07,76.53
3db92126-3008-4264-b268-d1904826090a,2022-07-13,39.379999999999995
3db92126-3008-4264-b268-d1904826090a,2022-07-19,123.75
3db92126-3008-4264-b268-d1904826090a,2022-02-05,31.25
3db92126-3008-4264-b268-d1904826090a,2022-11-04,106.5
3ef5957d-1f87-48a3-934e-b74557cd1254,2022-06-13,18.75
3ef5957d-1f87-48a3-934e-b74557cd1254,2022-11-11,9.0
3f081456-5406-4341-86a2-26eee447f85f,2021-09-03,85.0
3f95f049-17bf-482a-b08d-5c60b0b746f2,2021-08-05,104.16
3f95f049-17bf-482a-b08d-5c60b0b746f2,2022-08-09,70.83
405eea50-27dd-48e8-bb2d-e4ea4c066923,2022-05-23,76.762855
417d3bde-abec-42df-b796-590722a93b2c,2022-06-07,127.5
417d3bde-abec-42df-b796-590722a93b2c,2023-05-19,56.25
417d3bde-abec-42df-b796-590722a93b2c,2021-12-26,52.5
42e5b8b0-1df7-4486-a4ed-587c0b0bf48b,2023-05-19,41.390139350000005
44e01f49-9140-494c-b776-58ccc23732f3,2022-05-27,58.33
44e01f49-9140-494c-b776-58ccc23732f3,2023-05-19,40.0
4526c067-b31d-4ce5-bb1a-bc1ee48f0251,2021-11-24,51.92108582
4620b3b9-8995-4dbb-95f8-15708a8819f6,2022-02-26,288.50757342
492090ed-4855-42d7-b428-1e70f30f1f53,2021-09-23,227.39032749999998
494af523-b08c-476f-be07-14a28cd3e5e1,2023-03-19,50.27511606
494af523-b08c-476f-be07-14a28cd3e5e1,2023-03-28,48.056317469999996
494af523-b08c-476f-be07-14a28cd3e5e1,2021-12-09,40.01949864
49a8f652-3d6a-4acf-999d-52f4244bf3b6,2022-04-13,37.5
49a8f652-3d6a-4acf-999d-52f4244bf3b6,2022-05-22,58.33
49c1573e-d29d-43b5-8e66-8adaafee86dd,2022-11-20,7.5
49c1573e-d29d-43b5-8e66-8adaafee86dd,2022-05-23,58.33
4ad4f5a5-3b30-4af2-8a81-99bca6f794da,2022-12-26,28.0
4ad4f5a5-3b30-4af2-8a81-99bca6f794da,2021-11-03,95.65541400000001
4b500621-75fd-4aad-b46b-8c91100d6781,2021-08-06,52.5
4b500621-75fd-4aad-b46b-8c91100d6781,2022-05-23,41.25
4d5b445a-6466-43d5-aeb0-1ca75cad39c1,2021-08-22,45.0
4d5b445a-6466-43d5-aeb0-1ca75cad39c1,2021-10-30,45.17
4df6f312-7b20-43ae-8256-ce6236971a54,2023-01-21,16.67
50821ecb-e24b-48a9-8d68-f0264ce4109d,2022-09-30,13.33
5148f4fb-cba6-41e6-80f9-7be59e59e2f0,2023-03-03,29.17
520549c4-89d8-44c1-83a9-98daefb8731f,2022-08-11,49.5
558521ba-841f-4f54-a6a2-1201d330ce98,2023-03-16,47.895158970000004
558521ba-841f-4f54-a6a2-1201d330ce98,2023-03-17,227.58629261
57e471f2-f3a8-4305-9ec2-4cc074c94970,2023-05-05,29.599999999999998
5a8b8451-ae5e-46e6-87e4-7060887f0118,2021-07-19,56.25
5a8b8451-ae5e-46e6-87e4-7060887f0118,2022-07-24,56.25
5aa7f85a-3f53-4788-ac1c-d4ec9a5e923c,2021-08-20,75.0
5aa7f85a-3f53-4788-ac1c-d4ec9a5e923c,2023-03-14,29.17
5b0f9c20-4a88-425b-9f90-76cb875dd360,2023-05-20,35.0
5b0f9c20-4a88-425b-9f90-76cb875dd360,2022-09-18,67.5
5b8c5d1b-ff77-4e8a-b7e3-6fe34a14aa4b,2022-08-26,22.5
5b8c5d1b-ff77-4e8a-b7e3-6fe34a14aa4b,2021-11-20,32.5
5c681341-b1f9-4498-8e43-d52d2e4ae163,2023-03-07,14.863222050000003
5c681341-b1f9-4498-8e43-d52d2e4ae163,2023-02-15,24.868004
5c681341-b1f9-4498-8e43-d52d2e4ae163,2023-02-03,33.5058375
5c9a2c53-03e0-487f-9823-d2c50232f417,2023-03-06,29.17
5f296c01-6893-4268-bd49-1405106c07ec,2022-05-23,46.28
5f296c01-6893-4268-bd49-1405106c07ec,2021-12-10,66.95
5f296c01-6893-4268-bd49-1405106c07ec,2021-12-22,50.619268
5f296c01-6893-4268-bd49-1405106c07ec,2022-01-19,30.064777840000005
5f5766df-680f-49da-b1d1-504541016ef2,2023-02-13,32.85632368
5f5766df-680f-49da-b1d1-504541016ef2,2023-02-14,32.805001479999994
610295f3-d6c6-4b12-882c-001c089cea49,2023-04-29,36.67
6331b776-1d4b-4b2c-a0ad-53297bc8b412,2023-01-03,11.2
65d329a7-5687-4bac-8435-077434ae752b,2022-05-20,52.5
65e343aa-dea5-45ae-b33d-3ff326956653,2021-12-26,86.71250699999999
65e343aa-dea5-45ae-b33d-3ff326956653,2021-11-19,28.6351835
66642b21-9d47-42a0-9595-b932e4997181,2021-07-24,105.0
66642b21-9d47-42a0-9595-b932e4997181,2022-06-01,91.5
66642b21-9d47-42a0-9595-b932e4997181,2022-08-14,105.0
66642b21-9d47-42a0-9595-b932e4997181,2021-09-15,13.33
67a0385e-f4df-49c5-9da2-90cb37c96f43,2022-08-21,67.5
690f0a54-605a-4102-9e8d-96fd2f44c156,2022-12-24,138.554723
690f0a54-605a-4102-9e8d-96fd2f44c156,2022-06-27,36.6678
692e3892-6ea7-40b3-92aa-c2edc053dd11,2022-04-14,21.025992999999996
699efd8d-78e3-4122-8fa1-fa0863e3fe93,2022-05-26,52.5
699efd8d-78e3-4122-8fa1-fa0863e3fe93,2022-09-27,37.5
6a3aec17-e1fa-4c0f-8bb4-1742ff1a1c7e,2022-11-22,86.45
6adb26b6-e0c7-4c1a-b1a5-7e89bf3a1319,2022-05-13,79.17
6b226ea6-67b8-412c-bf53-288419325013,2022-08-16,62.5
6c13ac00-f66d-4c1f-ac01-a8bd781f3679,2022-08-26,100.0
6c13ac00-f66d-4c1f-ac01-a8bd781f3679,2021-09-13,75.0
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2021-08-25,120.0
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2022-05-23,39.75
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2022-08-13,20.83
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2022-09-01,63.75
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2022-09-02,63.75
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2022-09-03,75.75
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2021-09-15,70.83
6ca6d716-77ce-492e-9e50-8cb85678f7e7,2021-10-30,18.75
6e0af766-924d-4c56-b8fb-fe6660895ad5,2022-07-02,73.056048
72dceaa4-de2a-403e-b2c6-97ed34079652,2022-05-19,52.5
72dceaa4-de2a-403e-b2c6-97ed34079652,2022-07-19,52.5
746d560f-22c0-45e7-adf4-1e55e4e09259,2022-05-23,221.310025
7635981c-d0e8-430b-84d8-3fc0f20bbd42,2022-07-03,45.435775
7745be33-2815-464b-bb0d-317de1cb2296,2023-05-20,125.0
77676cb6-3391-4541-9bdd-51fa548f3c4c,2022-04-09,45.83
7837762b-2b61-4202-8f8e-cba70f2311c6,2022-06-15,78.75
7977aaa0-ef3d-4812-a973-a7e4422a83dd,2022-11-26,29.17
7a81555a-190e-4caf-a9c7-f0e135e62bce,2021-11-07,112.8
7b2c593d-8196-4d3b-b602-6640b5e95795,2022-01-18,296.9699525
7f5ab148-824f-4112-8471-e6053c0b813a,2021-07-14,63.0
7f5ab148-824f-4112-8471-e6053c0b813a,2021-07-28,37.5
7f5ab148-824f-4112-8471-e6053c0b813a,2021-07-29,52.5
7f5ab148-824f-4112-8471-e6053c0b813a,2021-10-29,37.5
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2022-04-25,65.62
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2022-05-19,52.5
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2021-07-16,58.33
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2023-05-19,56.25
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2021-12-26,22.5
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2021-10-17,52.5
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2021-10-23,15.0
8101e8f0-2713-44cc-b2e2-9a831b6cdce7,2021-10-30,26.25
81023fe0-a073-4c41-a1d2-667b0784babe,2021-07-14,110.0
81023fe0-a073-4c41-a1d2-667b0784babe,2021-08-21,75.0
81023fe0-a073-4c41-a1d2-667b0784babe,2023-05-20,136.5
814aa8bb-5a3d-48e8-aec6-027d7699946c,2022-07-29,26.67
81bba52f-8ac1-4cc8-9baf-7099a8462991,2022-08-02,75.0
854fb46b-6683-41bc-8053-0c81ae1aa642,2023-03-07,35.2
88fbb611-f287-4c47-97e0-108495299248,2022-07-21,342.66623
88fbb611-f287-4c47-97e0-108495299248,2023-05-20,222.15088350000002
8a118238-0938-46ef-8746-421fe09063c8,2023-03-21,22.92
8ce667cf-03f2-462d-afc5-5680a79e3eb7,2023-04-29,29.17
8e2dc9a0-0a89-4aa6-b216-295b757efa8a,2022-06-26,88.781045
8e2dc9a0-0a89-4aa6-b216-295b757efa8a,2021-12-12,63.0
8e2dc9a0-0a89-4aa6-b216-295b757efa8a,2021-12-30,113.4
8e2dc9a0-0a89-4aa6-b216-295b757efa8a,2022-01-01,63.0
8e2dc9a0-0a89-4aa6-b216-295b757efa8a,2021-10-26,105.0
8e2dc9a0-0a89-4aa6-b216-295b757efa8a,2021-11-03,170.0
8ea92a19-5550-41e0-9d99-a240ebf1f307,2021-08-12,158.94230000000002
8fcff9a6-aeba-4850-9ebd-3dd54eb0f439,2021-11-22,56.67
8ffd86b6-a42f-4130-971b-528c03358267,2021-09-24,75.0
90306339-3932-4bd9-8a9b-4b40c8d6476f,2023-05-19,54.88
90306339-3932-4bd9-8a9b-4b40c8d6476f,2021-09-11,44.63
912ac49f-75c1-429e-96cc-f64234265a3f,2022-11-26,35.33
91e4cd1c-2dce-4709-b4a1-71440c9f1735,2022-09-09,80.2706388
91e4cd1c-2dce-4709-b4a1-71440c9f1735,2022-10-05,92.29297194
91e4cd1c-2dce-4709-b4a1-71440c9f1735,2023-02-15,124.64451433999999
9322baaa-f64e-4d64-b1ac-c2fe8b79ae48,2021-08-25,134.5235625
9336f87a-4314-49ee-bf2d-8036136d081f,2022-05-29,91.45544100000001
9336f87a-4314-49ee-bf2d-8036136d081f,2022-07-23,91.63231
93c80061-0f6b-4635-9fdb-73f58a9b0152,2022-06-06,62.67
9421eea0-52c6-43a7-8e40-871cf6bc9858,2022-04-01,16.67
9421eea0-52c6-43a7-8e40-871cf6bc9858,2022-05-24,85.0
94ee656f-93bc-4879-bc95-a2d361871140,2021-08-12,92.0
94ee656f-93bc-4879-bc95-a2d361871140,2022-12-11,40.3870995
94ee656f-93bc-4879-bc95-a2d361871140,2022-05-23,69.2151075
94ee656f-93bc-4879-bc95-a2d361871140,2022-07-30,66.529755
950de1d7-4fdd-4506-9020-178bb6d1da8f,2022-02-28,29.17
950de1d7-4fdd-4506-9020-178bb6d1da8f,2022-11-16,58.33
98588782-682f-456e-9c8e-c1e5a8d18100,2022-03-02,81.885705
98588782-682f-456e-9c8e-c1e5a8d18100,2023-04-03,82.335308
98588782-682f-456e-9c8e-c1e5a8d18100,2023-04-22,115.802208
98588782-682f-456e-9c8e-c1e5a8d18100,2022-11-19,45.5902758
98588782-682f-456e-9c8e-c1e5a8d18100,2022-12-17,76.581036
98588782-682f-456e-9c8e-c1e5a8d18100,2022-07-20,90.992655
98588782-682f-456e-9c8e-c1e5a8d18100,2023-05-19,232.193871
98588782-682f-456e-9c8e-c1e5a8d18100,2022-08-31,131.23158750000002
98588782-682f-456e-9c8e-c1e5a8d18100,2022-11-02,72.98802
98588782-682f-456e-9c8e-c1e5a8d18100,2023-01-19,71.415075
990e0045-3c53-46eb-9d95-39d18b399571,2021-11-29,75.84
9967cadf-3585-483b-ae58-df2f05a0c3dd,2023-06-01,98.52583
9a1c653b-b359-4127-86b7-7059c6e4a80b,2022-07-19,225.0
9ad32b26-bcfa-48b1-acd3-941287ac1800,2021-09-11,52.5
9ae689ff-4406-4a0d-9747-d9c209bdd1f2,2023-04-16,50.83
9ae689ff-4406-4a0d-9747-d9c209bdd1f2,2022-08-27,18.0
9ae689ff-4406-4a0d-9747-d9c209bdd1f2,2021-09-17,7.5
9b03e853-a352-4944-8c7c-64cdd50ebebc,2023-02-19,29.17
9b861af4-393b-449c-a567-c7bebc0f4585,2021-08-05,97.255125
9b861af4-393b-449c-a567-c7bebc0f4585,2022-08-04,90.01874000000001
9dbc6ae8-3991-4a0b-8e26-c380fe816333,2022-07-19,63.75
9dd5eb4f-4a0e-4582-9034-0831b9ccbb06,2023-05-19,30.0
9f7f0298-d9e2-4805-8ed0-4b051ad0bc64,2022-12-22,158.28073500000002
9f7f0298-d9e2-4805-8ed0-4b051ad0bc64,2022-07-20,96.06250499999999
a24557b8-0b09-46f6-9e1d-ed4dfc96fa5b,2022-09-15,22.13
a2f8f4de-6d49-4461-a6fb-2b2313694b75,2022-04-13,22.5
a2f8f4de-6d49-4461-a6fb-2b2313694b75,2022-05-13,79.17
a2f8f4de-6d49-4461-a6fb-2b2313694b75,2023-01-10,52.5
a32a9ffc-57ff-401d-8bcb-412dc427ae5f,2022-04-14,37.5
a32a9ffc-57ff-401d-8bcb-412dc427ae5f,2023-03-02,44.58
a32a9ffc-57ff-401d-8bcb-412dc427ae5f,2022-11-28,84.0
a38d1a5f-57d6-4992-94b9-8a5de9f3bcc7,2023-03-08,60.0
a38d1a5f-57d6-4992-94b9-8a5de9f3bcc7,2023-03-17,26.25
a38d1a5f-57d6-4992-94b9-8a5de9f3bcc7,2023-05-31,99.16
a47637b9-05a6-444c-8808-c874e648ce3c,2022-10-01,183.75
a6de0ca5-c18b-4fd9-84d1-da9d8684e7f4,2022-05-17,29.17
a94b48bb-9d19-48dc-8389-d44953421ffa,2021-08-08,78.75
a94b48bb-9d19-48dc-8389-d44953421ffa,2022-07-13,67.5
a9a64928-a70b-47eb-94d0-5f0e15b67f2a,2022-11-09,16.0
a9d86f4f-b4d1-48e4-ad52-3bc5b6bfb481,2022-04-27,25.818975
a9d86f4f-b4d1-48e4-ad52-3bc5b6bfb481,2021-07-27,22.080475
a9d86f4f-b4d1-48e4-ad52-3bc5b6bfb481,2023-03-17,59.526036000000005
a9d86f4f-b4d1-48e4-ad52-3bc5b6bfb481,2023-04-22,55.488558
aa530360-fd24-40ad-96c5-604a9f1e28b8,2022-08-12,90.7214
aa530360-fd24-40ad-96c5-604a9f1e28b8,2022-09-30,103.52611499999999
abb75511-dc8a-4870-8a43-370d7603fdf2,2021-11-26,17.5
ac102d22-dc95-4831-8a38-b3513ca3a9b0,2022-11-25,88.047064
ac102d22-dc95-4831-8a38-b3513ca3a9b0,2022-01-03,62.90425
ac102d22-dc95-4831-8a38-b3513ca3a9b0,2022-08-11,93.85149899999999
ac102d22-dc95-4831-8a38-b3513ca3a9b0,2023-01-10,73.9485
adea8243-2dab-4bbf-8dd3-5119b62c6aef,2022-01-21,82.5
adea8243-2dab-4bbf-8dd3-5119b62c6aef,2022-10-23,107.5
adea8243-2dab-4bbf-8dd3-5119b62c6aef,2021-11-23,76.5
adf63d3a-343d-4d0d-b1a2-698c67782fea,2021-07-29,100.0
afef32a1-748d-44df-b8d6-e267683e46ac,2022-05-28,56.25
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-02-14,346.758645
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-04-27,154.68784
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-05-13,570.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-05-19,189.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-03-15,135.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-03-27,108.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-04-01,100.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-04-05,126.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-04-20,92.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-04-24,98.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-05-25,351.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-07-21,180.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-05-09,103.8
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-05-18,126.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-05-20,99.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-05-24,168.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-07-31,90.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-08-04,90.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-09-26,270.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2022-10-02,90.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-01-18,95.4
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-01-31,180.0
b00a0e02-a835-440e-9b56-0857f90dc0ce,2023-02-21,90.75
b1c5ab07-c11f-4acf-8cbd-24f55ce16864,2021-08-01,58.33
b1f220f2-db6e-4895-9479-d58f958fbc9d,2022-01-15,39.482316
b428f543-030f-45f2-a678-4605d7934c64,2021-08-08,75.0
b521a071-a1d6-48a9-9e67-4bfe17e54b12,2021-07-14,67.5
b5aab2e8-4274-4402-8ba5-85d9200efaa3,2023-03-05,29.17
b841222a-f917-4d2d-bfe9-12567f1d6d27,2022-03-27,27.41
b841222a-f917-4d2d-bfe9-12567f1d6d27,2022-08-27,62.5
badfe43a-24d3-445d-bf9b-c81d72fae863,2022-06-10,42.140699999999995
badfe43a-24d3-445d-bf9b-c81d72fae863,2021-09-18,80.05536
badfe43a-24d3-445d-bf9b-c81d72fae863,2023-02-11,43.51788
bb60f7ae-bec5-4042-b518-827bb4c32b17,2023-03-14,40.0
bc8d5806-1126-49f0-9610-c071aec2291c,2022-12-07,30.0
bc8d5806-1126-49f0-9610-c071aec2291c,2023-05-18,35.42
bc8d5806-1126-49f0-9610-c071aec2291c,2021-12-05,35.0
bd1dbc6c-feb0-46c6-933b-6043d24b4a2e,2022-09-05,83.33
be073546-8a7e-4cc8-b4df-599d762ec8f3,2022-05-19,63.0091575
bed19627-fb7f-418c-a7f3-16faf512068d,2022-03-10,11.25
bfb53313-f744-4aa2-83b5-823223bbf7ba,2021-07-16,98.1365525
c02bc4b3-f2df-41d1-8bab-25d325e07321,2022-06-29,50.0
c2df5f6f-41d7-4e94-b392-c1caa2c95577,2021-12-09,22.5
c2df5f6f-41d7-4e94-b392-c1caa2c95577,2023-02-16,104.17
c35fcc77-dc30-489b-b7c9-925ac65acaa6,2021-09-11,55.5
c379b844-61dc-4a67-a159-3aae470ed5b2,2022-08-31,68.8308
c3f9883b-c3f0-4b40-9b0c-3dd7488302c5,2022-08-03,92.890683
